TP	ID	PID	EL	Perc	Leaf	Mut
1	0	-1	0	1	0	True
1.5	1	0	4.947349487886188	0.4741557412724807	0	True
1.5	2	0	6.835754673895589	0.5258442587275193	0	True
2.0	3	1	3.0526505121138117	0.05680076719993401	0	False
2.0	4	1	3.0526505121138117	0.41735497407254674	0	True
2.0	5	2	1.1642453261044112	0.2379257551042374	0	False
2.0	6	2	1.1642453261044112	0.2879185036232819	0	True
3.0	7	4	7	0.4042229850375539	1	False
3.0	8	4	7	0.013131989034992797	1	True
3.0	9	3	7	0.05104959909292299	1	False
3.0	10	3	7	0.005751168107011015	1	True
3.0	11	6	7	0.23471025141144347	1	False
3.0	12	6	7	0.05320825221183839	1	True
3.0	13	5	7	0.23792575510423739	1	False
