0	1	-1	subclone		
1	2	10	subclone	0,1,2,3,4,5,6	5
2	2	10	subclone	0,1,2,3,4,5,6,16,17,18,19,20,21	11
3	2	11	subclone	7,8,9,10,11,12,13,14,15,22,23,24,25,26	11
4	2	10	subclone	3,5,8,12,14,16,26,27,28,30,31,32	10,9
5	2	11	subclone	7,8,9,10,11,12,13,14,15,27,28,29,30,31,32,33	13
6	3	1	subclone	0,1,2,3,4,5,6	0
7	3	4	subclone	2,3,7,8,9,10,12,14,21,23,25,26,28,29,30,32	8
8	3	1	subclone	2,5,8,9,10,12,13,15,17,19,25,27,28,29,31	13
9	3	5	subclone	7,8,9,10,11,12,13,14,15,27,28,29,30,31,32,33	0
10	1.5	0	unobserved subclone	3,5	2
11	1.5	0	unobserved subclone	8,12,14	3
